GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36
0500000US28047,28047,"Harrison County, Mississippi",29202,1272,45426,2236,50868,2092,50934,2186,50733,4619,56048,7831,61117,10914,52246,8201,56667,25030,37132,2006,32372,6540,57279,21129,36250,3387,30573,9989,48729,4501,59634,2383,31518,2750,17697,1073,22411,4157,37596,2297,34066,5634,40506,1833,12853,1253,16788,1813,21182,3114,25401,1131,22584,2651,26646,1080,33855,3898,17642,2373,31563,1633,38761,2145,30243,3043,35865,3470,30447,2977,20072,1670
0500000US28049,28049,"Hinds County, Mississippi",27971,855,42848,1411,44646,2375,48130,4086,40270,3281,51000,3177,49893,6200,64722,13669,38931,5654,37341,1577,35723,3708,77958,14102,34437,1676,36108,6480,50931,2975,59211,2995,33131,5035,16834,608,20713,1132,30111,2041,24634,2638,32474,2354,11784,809,16335,1538,16253,1516,24995,969,20689,1547,26499,772,31300,1133,25385,14901,28609,3484,36474,3676,25469,1037,26296,1176,30095,2167,17001,1745
0500000US28051,28051,"Holmes County, Mississippi",22716,1445,35385,6118,39079,5797,37961,6899,46181,15776,30278,47819,-,**,31759,10460,-,**,30625,3845,25288,8163,56563,102583,31958,6345,35625,38783,41676,2908,49038,13910,41094,6313,16537,1997,16292,2835,22750,11348,30833,23392,19063,12353,10694,2794,16726,5918,21563,6656,17181,2417,11703,2892,23158,4851,22377,2788,12969,6508,20710,3669,45104,18302,22310,2055,21389,2197,31563,23700,22059,4935
0500000US28053,28053,"Humphreys County, Mississippi",21961,2669,31136,3953,38750,18880,37045,20273,39464,32767,71250,155757,-,**,71250,155757,-,**,30263,10368,42692,28901,-,**,28929,13534,-,**,30333,22528,53625,6139,17174,23623,15179,1674,12917,6306,16117,1630,12125,3631,16814,1332,15238,2953,18182,6415,13065,1417,21923,3250,15694,9121,24076,3119,20769,8041,15122,4163,26397,10794,45592,33463,27132,4245,26364,8343,34934,53529,16607,6492
0500000US28055,28055,"Issaquena County, Mississippi",19432,8222,26875,8741,31719,15739,32188,20597,-,**,-,**,-,**,-,**,-,**,17083,7492,-,**,-,**,-,**,-,**,-,**,-,**,-,**,16339,1388,16111,14879,22500,13967,-,**,22500,13967,-,**,15592,1448,-,**,23958,10612,9643,33145,24792,15400,19531,6487,19844,6602,-,**,-,**,25476,21155,16000,30253,25833,10333,-,**
0500000US28057,28057,"Itawamba County, Mississippi",28952,2201,43460,3812,45048,10420,50145,10102,32171,18066,51875,13210,47188,22804,62083,7472,-,**,34254,6278,34853,14359,80417,145616,34844,6791,27647,39079,56894,4654,60972,4355,45125,10765,15466,1552,21210,9600,13472,4828,11071,3730,35893,27400,11283,1537,16436,3380,15938,3171,24206,3499,21406,1801,25608,1744,30830,3305,9125,19049,30060,4025,35580,6875,29709,2276,27980,3455,33321,4302,30655,10815
0500000US28059,28059,"Jackson County, Mississippi",32760,1549,50480,1202,51950,2974,55526,3672,46286,4360,68903,7444,71620,6737,74306,13152,33679,15890,40639,1871,34938,10422,63750,21426,40393,1747,54318,34019,53279,4229,60686,4970,46346,5978,18178,2264,25119,4520,29583,5370,24048,4429,39734,3152,14345,1418,18107,3826,21167,6182,24671,1294,20870,1724,27160,1940,38969,5164,30690,15063,37340,7032,41714,8478,37035,2721,41056,1708,30653,4540,31491,10026
0500000US28061,28061,"Jasper County, Mississippi",29957,2048,35398,7048,45444,22337,47266,28047,36000,13023,45536,20151,36029,7203,61101,16101,32150,1900,31960,9243,26250,18098,-,**,38180,5520,30313,23335,30408,5837,40431,14544,28500,1064,19053,5688,25313,15353,35778,7540,16339,15546,36321,186,9981,13141,30523,8487,17404,3336,26202,1032,26104,4015,26243,945,40613,5486,31852,5798,42450,21685,42366,20495,28475,3704,26745,4020,17875,18231,32112,4290
0500000US28063,28063,"Jefferson County, Mississippi",22113,3991,41715,11300,58300,13265,21304,5648,-,**,-,**,-,**,-,**,-,**,41026,1311,-,**,-,**,41699,1615,-,**,21184,16405,20395,24495,-,**,17127,3940,17038,2606,27159,13176,31176,12033,-,**,16143,265,16477,10575,25351,16143,16972,4471,4821,23735,17346,4182,36020,11431,-,**,46250,16148,31719,15334,20452,7021,17333,18949,27813,23660,10549,9653
0500000US28065,28065,"Jefferson Davis County, Mississippi",22659,3362,37885,8153,40787,2740,57917,34772,24464,26779,86000,1746,-,**,-,**,86000,1746,21678,14919,43750,18462,-,**,20296,12770,-,**,26474,3268,51250,16392,25318,3390,17156,2396,16875,7759,7425,23343,-,**,45500,48226,12708,29904,19148,5472,17923,1934,16725,2499,10956,4744,20221,9808,27230,11187,36420,8668,26419,28981,22833,27389,31045,5572,28814,10635,31364,6051,38133,18754
0500000US28067,28067,"Jones County, Mississippi",28032,1803,41525,2175,51056,5261,51500,7705,50533,12372,48512,9982,51563,14208,42895,15015,50740,8975,36705,2592,40060,16191,85368,192614,36356,1828,40256,27027,44423,10031,63299,4171,30703,1920,16794,1306,19509,2477,30639,2862,30949,5968,29476,5160,12659,3566,18071,1890,15933,2130,22402,3113,21007,5984,23578,3394,35211,4868,22563,5859,35946,4769,35803,6157,25388,3075,25827,5330,26981,3900,17860,5108
0500000US28069,28069,"Kemper County, Mississippi",24644,3842,32165,12509,32350,20024,37250,39142,31532,9369,-,**,-,**,-,**,-,**,25714,25768,11957,17921,-,**,40718,22571,70179,128942,45714,17443,46830,11669,25375,4309,14341,4718,20208,21280,18935,2569,18750,2518,20000,18580,14917,23911,11716,5427,8654,5565,22262,6573,13606,15845,24271,5865,25625,17381,-,**,15036,6333,50147,24319,25874,3437,26382,2390,19615,29479,12208,27726
0500000US28071,28071,"Lafayette County, Mississippi",28259,1815,44226,2896,50199,5855,50573,4530,39545,13788,55236,11062,69417,26732,43400,31899,48036,21131,34196,5577,24271,11146,88663,14933,38571,5140,13113,8698,46510,7426,60071,13842,31556,6808,16941,2197,21921,5653,27561,4457,21233,9008,46250,24623,12218,3229,20852,3710,12095,3789,20951,2025,22610,8323,19729,2627,32948,4023,29286,21216,31074,6667,41096,8367,31574,3065,36481,4496,27156,10236,30174,11537
0500000US28073,28073,"Lamar County, Mississippi",32043,1232,49222,3755,55583,3458,56137,5903,53958,6664,51274,1931,52540,6030,51111,15762,31167,26899,38185,4549,38145,6105,75977,57557,37392,6462,29103,14363,51631,5883,56641,10870,35346,9198,12817,3022,20669,2466,31094,7271,24844,8163,52983,28246,8095,2326,19309,8682,15215,6283,26885,2881,33449,7172,25163,1760,26282,8891,22663,23563,25167,8943,35711,11706,28545,4460,24307,4308,39571,15416,35531,16162
0500000US28075,28075,"Lauderdale County, Mississippi",26855,862,40965,1706,44252,4174,47642,8132,41215,4976,46672,6886,31947,15897,60625,16938,46658,19331,35797,2534,36644,7319,61167,20717,35510,3643,20956,18692,40326,5637,43534,5318,33537,7635,15044,1064,16432,1669,35523,4243,41181,13228,31403,4058,11580,1560,14428,1709,16118,6357,22280,1326,21923,2103,22673,1710,32462,8548,14235,3010,30654,5887,46837,4703,26493,3866,30812,6022,37027,9270,19903,4263
0500000US28077,28077,"Lawrence County, Mississippi",29806,2325,42224,4478,51250,15965,50208,17336,60833,34674,44844,23058,75125,23291,44297,2277,-,**,35270,6656,37083,20766,37000,35146,33977,7572,42955,57198,41688,17779,52031,6136,28233,4974,13445,1837,14013,4340,30294,8043,26625,21909,30809,15665,13071,2465,9911,18269,10750,3128,21583,2395,16739,5848,22979,2298,40398,3427,36065,6851,36797,13105,45086,7978,30982,10638,35781,18016,35903,10962,21250,12997
0500000US28079,28079,"Leake County, Mississippi",26580,1918,41793,4686,62115,23486,71375,30346,54107,22492,32361,26565,26058,16829,51750,40988,50536,21660,37917,2308,40536,63047,58796,52315,37384,2452,45625,57948,47905,14356,50089,16358,35375,16234,16553,1959,19716,3933,30429,6889,32182,2303,24107,4780,12147,1916,14162,2066,15254,3159,20947,3229,22599,10146,20739,2599,34519,6887,28047,21649,32023,3014,42212,8068,21645,3863,21793,2902,32118,3453,17075,4161
0500000US28081,28081,"Lee County, Mississippi",29469,1675,45207,2126,53991,5421,57154,6592,50034,9646,55536,14103,50531,5186,75643,6878,44545,34311,35777,2272,39087,10584,80900,46056,35391,2608,19896,20932,49279,3225,59394,4897,38309,4217,15554,995,20354,2034,36395,3493,40276,11681,35871,4079,10975,1358,15684,2089,14153,2860,26141,1327,24789,5234,26537,1166,36069,2914,23510,16064,28750,4604,41329,3415,26279,1002,25866,1566,30746,4384,25155,3279
0500000US28083,28083,"Leflore County, Mississippi",27327,1810,44088,4410,45625,15254,71384,24345,37344,8270,82639,15663,59911,74764,66364,32366,-,**,37621,3530,29196,11338,80446,83458,36151,3415,69000,86915,50588,4816,54006,14660,41156,6366,16244,1339,18207,5906,28147,4920,17083,9378,40345,16520,11019,2078,16401,2388,14722,6901,27334,5350,22197,14102,29798,5820,28563,7853,21563,35291,21058,11307,50764,44384,21833,2878,21657,2132,23445,16436,16875,13308
0500000US28085,28085,"Lincoln County, Mississippi",28563,3011,44074,5863,55970,11348,70480,12541,35391,9334,61587,11965,60385,15052,64583,52138,-,**,33962,5281,33929,12992,-,**,33977,7508,9375,39612,42470,14074,51385,8148,23317,10057,13217,1942,17544,2126,26023,12776,40156,36378,-,**,11079,1707,12681,2483,14283,4044,23843,2755,17784,4762,26896,3586,35645,6256,23542,5008,40030,9667,40127,14262,30088,3584,28898,4622,32969,12505,30000,7409
0500000US28087,28087,"Lowndes County, Mississippi",28294,2201,41521,1221,50054,4682,50595,3680,45802,12545,68587,13594,92661,116102,75375,33970,68315,9354,34936,2340,32450,6924,90156,52295,35320,2315,27147,13469,43582,7465,51868,4184,31925,1928,14855,1712,20621,2378,32391,12206,15125,8545,42061,3551,12933,2355,15000,5784,11713,2809,21347,1989,16505,3021,24799,2724,34147,2657,132500,1015135,28262,4748,50343,7236,31987,4452,31797,4997,44000,5145,22137,2713
0500000US28089,28089,"Madison County, Mississippi",40453,1044,54371,2543,65379,6284,73975,7934,56438,6473,70324,8929,70332,15035,67306,12644,71250,31292,40946,1500,40335,6860,76691,35028,37634,2963,25938,15389,56610,4785,63843,2337,35237,12185,17063,1835,24063,5271,41038,7743,42409,27783,38415,8784,13453,1182,19254,4247,13848,2773,31842,1487,37594,5072,30227,1502,35734,4817,17333,25460,28833,6194,40395,5528,28038,2873,28581,5677,39234,6430,24329,4731
0500000US28091,28091,"Marion County, Mississippi",24946,2859,35925,3352,44659,16833,58689,16880,35394,13911,43527,23312,75000,132052,85536,87366,25278,40058,19531,13611,26400,15471,-,**,25750,16508,4583,7018,37407,7940,53092,23679,30234,16150,13800,4384,13958,15675,30278,9596,56192,18348,25898,19515,11857,2110,15132,7260,11964,14157,20494,2101,16081,2567,24901,4540,31474,8380,24458,4635,33646,21844,31012,47859,26295,8454,21944,6370,31289,9127,15938,18573
0500000US28093,28093,"Marshall County, Mississippi",32565,2831,44790,6340,50496,4815,50647,6059,50217,24819,65545,4143,75369,15548,65136,17014,-,**,36346,11001,38415,11111,47841,28027,30078,17368,43630,11596,39844,17442,55074,44195,35980,9345,21550,3654,18676,15427,34297,5076,36198,23670,33698,8543,11989,5493,21351,12252,23236,3701,29903,3159,26919,5552,32224,5115,41254,1430,25769,17415,40829,4489,42248,18181,31807,2270,35125,4264,33261,12627,26689,4605
0500000US28095,28095,"Monroe County, Mississippi",29321,1920,41958,2895,43265,7308,50242,12685,32661,4566,61288,1795,54107,18357,63594,15077,39792,43197,36283,2380,34708,11599,-,**,36713,2107,25900,13874,46429,6111,49007,5745,36164,8146,14853,2300,18859,5292,41552,4780,23750,17161,42457,3200,8677,1690,16983,5816,13625,2873,21863,2470,16472,2554,25406,1659,36964,6042,21406,16669,32107,5598,40190,3726,30694,2402,34053,3600,27043,9823,20733,6935
0500000US28097,28097,"Montgomery County, Mississippi",30286,3513,40789,4200,51742,8591,57986,12282,45221,17500,43850,25964,80515,27575,39423,14598,-,**,36316,5459,37031,15233,-,**,36250,9624,16250,27477,43234,7689,43266,6482,34688,63259,14575,3670,13151,5218,42039,22612,-,**,-,**,8382,8619,27361,23128,16328,6293,22853,6470,14081,16389,24293,6908,24741,9231,"2,500-",***,23427,5382,33459,6628,32354,5892,33686,6490,38646,7996,22798,9876
0500000US28099,28099,"Neshoba County, Mississippi",26356,1154,38294,3323,48460,4058,49777,6193,42303,9435,49350,12736,50625,6483,60972,40026,43897,40306,32102,3516,36514,10009,-,**,31016,3242,38750,39768,37413,5429,48036,9433,31852,6025,16605,1502,18634,2757,28145,2068,28272,5703,28000,2293,11092,2914,15694,5090,16295,4983,21281,2585,18696,2927,22985,2933,31565,6028,35078,18164,30270,10824,36184,9286,25929,2211,25764,2620,30986,6411,14878,9472
0500000US28101,28101,"Newton County, Mississippi",30149,2735,41552,3154,50473,11560,55000,8195,31533,9765,50625,16814,41810,39616,50750,15134,-,**,36826,2748,31625,4435,-,**,37446,2528,6750,62961,46565,2554,51406,13514,30938,9379,17303,3162,19041,4524,33750,12112,13558,6649,40833,16758,12763,6834,13790,1804,23276,10207,22011,2321,16278,3261,25012,2447,36341,6045,20652,9019,36150,9309,45440,9215,24596,3276,24682,4115,31618,9825,18045,5059
0500000US28103,28103,"Noxubee County, Mississippi",22145,4683,36111,5118,48214,17893,48819,7430,12115,2487,36094,10338,-,**,-,**,-,**,29833,10238,32083,7822,-,**,24792,24896,-,**,65938,50828,72580,36335,-,**,14826,5051,16161,2992,27140,3826,26648,69027,27978,3508,10769,4414,4650,21302,4700,2517,25813,6286,21406,19579,26415,4925,15714,14536,7245,35834,17098,20882,12180,26552,25213,6534,18924,3918,41220,6121,21445,6868
0500000US28105,28105,"Oktibbeha County, Mississippi",23482,2423,37150,2623,44583,9598,46305,5662,36458,5629,49009,16277,55084,8700,46094,28780,24306,26672,32134,3087,35212,8437,153250,6509,32144,3120,11528,24007,45713,7215,49886,6448,37664,10006,15226,4073,17344,3786,33158,7051,36696,96085,32741,8325,11421,896,15808,1691,9439,4377,17282,4733,20545,6931,16749,2553,22028,4951,"2,500-",***,21649,5205,25607,10492,26552,3032,27250,8174,36944,20966,24049,16257
0500000US28107,28107,"Panola County, Mississippi",30576,1325,38542,4026,40310,9061,35469,11433,47438,19438,51922,34922,50813,9244,80733,21603,-,**,35408,4238,33125,17836,61068,6898,35520,3271,"2,500-",***,40709,5261,50563,16831,31250,9577,16816,3555,23921,6032,36993,7730,33824,10726,37917,17567,10625,1415,21677,3493,15179,4223,27255,1669,25477,2402,29162,2224,31696,10083,18198,5644,21875,18129,45846,5316,31333,3969,35510,2921,30250,8595,16672,5746
0500000US28109,28109,"Pearl River County, Mississippi",31134,1485,41952,2892,46471,8450,46250,11327,46638,8082,70257,20463,81125,65440,70735,24129,61743,29419,30313,5542,46011,23898,-,**,30575,7350,27951,24066,39814,5680,46884,6049,35089,7878,17678,1719,17500,9206,43268,12927,50286,15697,31765,15853,13033,3721,17240,2684,17318,6512,24235,4127,21996,5238,25340,4050,40690,3357,"2,500-",***,40954,3259,40741,4775,37166,5683,44099,9492,45387,9405,23680,5641
0500000US28111,28111,"Perry County, Mississippi",25586,2922,35776,7387,31382,12859,29353,6589,54130,19731,54792,148121,-,**,123854,239247,-,**,23021,8216,43333,30094,-,**,14519,11995,-,**,41198,3704,47417,7807,36809,6756,11789,1923,18125,18098,25750,9633,22368,17803,26250,11691,8750,1405,11686,3291,15000,18449,20946,3744,15494,2452,23229,3052,32453,7496,31630,27643,36474,9511,31776,5052,34814,5351,40333,7366,30500,20824,21597,9968
0500000US28113,28113,"Pike County, Mississippi",26797,1362,38929,4559,41007,9563,46137,2754,32031,8665,45417,28927,-,**,52500,46396,31875,57486,32256,5214,29911,16824,114052,103622,31996,4092,"2,500-",***,44276,4882,53938,7089,33879,6232,15190,3702,17500,23163,27244,7700,23780,4624,32619,10053,10308,4696,16062,2715,12289,6234,20953,3017,16964,2044,24558,3002,32406,5420,23750,2671,34787,11079,41190,6582,28277,4678,25672,5674,36423,3520,19583,8231
0500000US28115,28115,"Pontotoc County, Mississippi",27263,1364,41274,1326,42045,5062,42348,9801,41528,8585,53750,16137,51250,31444,54000,21788,-,**,30357,13378,40273,26505,24479,46956,30000,14400,22297,19185,51698,2107,53549,3079,40278,23385,15435,3960,21299,14260,37105,17412,31000,6534,50893,5028,11928,3806,10857,4517,13750,5529,25045,4273,14261,7348,26781,1548,30420,4852,32500,25443,26250,9489,32054,13068,26909,1314,27731,3560,33542,6928,21577,11987
0500000US28117,28117,"Prentiss County, Mississippi",23692,3252,38359,3580,40592,5355,41106,6617,31780,17148,61076,16097,50043,19043,62396,45984,-,**,32500,4577,43365,14578,-,**,33971,3114,-,**,45284,7882,53953,10259,21776,14367,12950,3288,16521,908,35568,12771,28162,16249,40526,5740,6867,2963,17787,5980,18214,6504,21165,2444,20631,4369,21598,4087,25597,3185,4327,27881,28333,16369,25728,2071,24417,3278,24434,3410,26901,7431,17278,10088
0500000US28119,28119,"Quitman County, Mississippi",23421,2958,34509,7704,43309,11866,43456,11300,34861,40935,46071,649,-,**,-,**,46179,218,21683,10496,19306,7828,94417,145260,20938,13181,-,**,43393,12146,44821,16129,30833,4396,16423,1352,15833,3414,33958,13476,22917,10101,36000,8805,13726,1755,15592,3066,17292,9871,21250,7029,19779,14260,21500,5342,21985,10387,27898,9304,6094,22965,32917,24971,26458,7611,30521,11138,19112,3025,46034,723
0500000US28121,28121,"Rankin County, Mississippi",37307,1005,50259,1514,54608,4592,58793,5653,50608,4426,63789,6187,65848,11481,66510,3800,44901,13658,40169,2062,40610,4251,60558,18099,37486,2140,39425,10044,51225,2760,59289,3342,37141,6969,18366,2532,28038,3994,36855,8174,34877,13165,40077,10387,12199,1761,19357,5350,15596,2766,30993,804,33159,3467,29237,1707,35724,2137,21226,882,31676,2369,40551,7986,36452,2276,41155,6489,39461,5142,17393,6205
0500000US28123,28123,"Scott County, Mississippi",24197,2125,39902,2882,42063,13705,40156,13730,49031,13041,50530,41876,-,**,50318,49154,-,**,31109,10410,37667,38784,21452,421,36302,9324,4767,13169,51722,8405,53594,9881,39479,28842,14890,1647,15950,2794,23750,10580,20132,15826,27143,7793,12394,1999,21202,4741,4693,3783,22402,4112,21384,9839,23156,4860,26855,9263,20903,6945,23497,6691,34167,5139,24097,2566,22868,2145,31589,5910,21114,2282
0500000US28125,28125,"Sharkey County, Mississippi",23924,4406,32563,5247,36181,8083,36042,8239,66250,45898,78636,25280,-,**,-,**,-,**,29144,3103,66071,43209,-,**,28681,5944,-,**,22813,16294,34107,70460,20764,5539,15547,3761,17250,6227,21250,38435,-,**,-,**,10446,4609,14615,4232,30735,12986,25295,5087,17768,19835,25868,1288,18611,1869,9471,8683,19821,15748,19280,11957,30795,4275,-,**,26875,6950,38750,9861
0500000US28127,28127,"Simpson County, Mississippi",28036,2210,38105,3611,39911,7964,42424,25832,30694,4225,41125,13095,48295,25054,40500,17429,50469,42599,30979,6854,29236,4718,49231,14745,35875,11332,20917,38908,39635,6370,41932,12542,24972,25698,16461,2125,21618,7699,35909,37236,10469,29486,60125,47556,10227,4333,18608,1156,15891,2691,25652,3012,18125,7534,27184,1777,34028,8979,29145,25000,34097,11611,34537,13271,27730,3286,25599,2762,40919,8811,23523,15979
0500000US28129,28129,"Smith County, Mississippi",26989,2984,43260,5417,47350,14317,56447,24239,26847,10366,50731,9129,50763,7925,70972,48258,-,**,29038,6456,26643,5519,81295,33558,28393,12499,-,**,49375,6157,68500,11196,39135,14542,17545,2854,18901,2587,40574,4924,10000,13889,40912,1625,6645,705,14783,7219,22712,7642,24146,2030,19963,4236,25842,2163,34158,4428,9063,24281,32284,7285,37019,21073,25865,4791,30208,7706,31518,16446,13529,9377
0500000US28131,28131,"Stone County, Mississippi",26852,2389,40298,3489,59094,16599,58406,20901,63810,28525,78010,12726,78333,54580,67446,24461,-,**,37346,6112,36852,6993,-,**,35242,27034,43276,23726,40682,24988,52857,9487,26696,30673,16713,4987,42788,35216,28278,4104,21528,29659,28608,2006,6961,1593,27522,14651,13184,10680,22108,2857,16216,6073,23783,4143,36479,2379,36397,18646,36086,15612,36686,4948,27500,13854,38750,22641,30313,12496,11250,29099
0500000US28133,28133,"Sunflower County, Mississippi",23784,2404,40297,2038,44231,4708,44609,6795,43625,6294,38333,6905,53958,52870,-,**,32500,19807,32730,4396,29491,6949,136300,973,32656,6455,33977,687,42481,5581,57596,17240,36983,6919,16134,1457,16569,1092,26189,1890,27440,12350,25758,2277,7361,3397,11810,3807,14432,8348,20905,2071,17487,6994,21926,2925,20464,5563,11867,6239,21563,12882,37159,11424,22483,5408,17234,5139,28980,6984,25881,4356
0500000US28135,28135,"Tallahatchie County, Mississippi",27367,2536,37537,5033,40410,5992,40784,3864,33214,15687,-,**,-,**,-,**,-,**,31413,2625,33088,6863,32469,53412,29250,9071,16000,10320,46008,9337,55000,18586,36571,10504,17375,3506,16917,5158,26763,3023,21389,477,28105,3643,13878,1366,13382,3355,16141,4825,25839,6666,27386,11330,25130,11052,26629,7058,24922,25933,25417,15364,38313,34931,28286,4647,30263,5510,35000,12599,16167,806
0500000US28137,28137,"Tate County, Mississippi",30212,2495,48346,4255,53870,5279,55000,10293,39911,32755,52986,9142,50500,8748,41875,110615,-,**,40522,15354,53750,30752,-,**,35583,19459,4815,3893,44806,14031,56607,14825,42538,27374,20323,7937,26266,4247,35893,12023,41250,19036,30882,42036,8657,1045,30644,5494,17596,11284,25594,1486,14792,10324,26696,1159,41866,6495,11435,18786,42328,8939,43472,8603,26633,3008,25207,4648,36064,9416,22243,15329
0500000US28139,28139,"Tippah County, Mississippi",30224,1411,40156,5930,50024,6294,53347,10980,40500,32921,34398,4696,26904,6280,36679,7322,-,**,34940,5607,35341,13602,18846,7053,34353,5872,70706,56025,42857,12164,50430,10633,32064,11272,15500,3859,15600,6191,33208,3245,32422,27446,33250,32264,12717,5407,12281,8441,18267,8997,27078,4561,31433,8909,25596,4096,31740,11921,57857,41703,26413,11998,37821,17455,30043,2535,30330,1888,34720,7320,16373,10354
0500000US28141,28141,"Tishomingo County, Mississippi",26178,1229,38547,5680,57266,15164,68268,11223,32721,12622,57404,24725,55288,22477,71161,47936,-,**,33125,4774,32330,52511,-,**,33681,9003,-,**,36250,12061,44283,14012,28559,4021,16542,4653,19479,5326,41028,10380,25536,21847,41944,3299,9436,4260,13013,8405,18665,3896,21173,2262,15422,4140,24627,3159,29120,2691,27953,6872,30921,1390,22292,19171,27313,2169,26864,2277,29302,4239,23971,13369
0500000US28143,28143,"Tunica County, Mississippi",26731,2497,40323,3819,42813,11390,50404,14559,31304,14311,43233,23634,-,**,-,**,-,**,37875,5176,42000,7694,-,**,37463,5080,-,**,-,**,-,**,-,**,20680,4954,-,**,31824,10317,30608,7798,46300,2815,13990,3122,22016,10900,19632,10222,28962,8772,22303,16541,29831,3191,15814,2324,16576,14689,41397,21230,14107,2078,21836,4477,21432,4174,26032,9163,18618,10778
0500000US28145,28145,"Union County, Mississippi",28039,1800,38678,6516,46953,14897,41458,25702,53056,28758,48782,7696,50893,41756,49375,11986,32037,17262,34021,1855,34857,25049,95333,42264,35000,4984,9962,31649,40694,13448,49855,7947,30375,13345,15596,2386,21066,1635,31833,9038,19750,28584,35556,8080,11276,1443,15769,7669,13081,2487,22649,2391,20516,3467,24762,3463,30369,4370,30729,44665,28529,3643,33101,8295,29624,2606,28221,3183,32354,5136,27339,6874
0500000US28147,28147,"Walthall County, Mississippi",24091,2718,32226,6525,25893,18706,21754,2700,47266,12673,-,**,-,**,-,**,-,**,34286,18846,24375,18086,36705,42315,34643,21074,-,**,45246,22219,45455,19192,34417,30851,14173,4234,15966,3528,32083,67068,-,**,29375,99204,10441,12282,20483,7439,8788,1166,18684,5158,10979,3079,21887,5377,29712,7047,40313,89661,32599,6778,24074,6222,25238,7732,17434,7836,38169,14781,29185,49953
0500000US28149,28149,"Warren County, Mississippi",30682,1279,47424,3452,52217,5299,55179,9305,45500,13980,71886,4616,63929,22266,80282,9056,62931,26438,35488,5131,43094,3420,49271,56625,35098,7097,30135,16929,50069,6212,55094,7766,27069,4253,17556,1563,20742,5124,24444,7363,21104,2377,30139,7827,15582,1534,14173,2182,21409,6451,23339,3597,21985,7795,24042,3896,34309,7281,-,**,31250,12671,37256,5663,24060,3367,27201,7219,27273,6975,18347,2428
0500000US28151,28151,"Washington County, Mississippi",26578,962,39387,2516,50294,9859,55192,9004,40284,4559,50417,23312,20331,18091,69688,14833,53867,21227,32158,2725,31014,1220,35781,9475,35202,5357,25000,26937,47708,6605,51920,5114,40541,7731,16153,977,17127,1853,25263,5154,17500,4060,32065,14157,11989,1760,16235,2066,14828,3122,22703,2049,18533,3841,24319,1986,35270,8326,20909,14506,35104,20028,42986,11251,26335,3312,24586,2879,31432,2100,25231,15484
0500000US28153,28153,"Wayne County, Mississippi",27028,3270,40935,5917,41528,28796,54496,21540,34268,3489,109688,116832,-,**,-,**,82000,42999,35534,4766,41224,12425,-,**,34500,12716,-,**,41750,9605,50478,12988,40918,8286,18592,2052,20438,1562,26467,4141,33483,535,25417,1978,8594,5449,8445,5327,17069,7893,18632,1733,16625,4463,22617,5681,37052,7173,20582,14957,52602,17531,37472,10398,31286,2113,30506,6433,38083,22990,28636,8905
0500000US28155,28155,"Webster County, Mississippi",30459,1792,36806,1655,50523,12954,53462,15832,36538,4899,31898,14047,49167,8095,38359,12602,9000,5918,35171,3655,39167,8140,-,**,33650,4044,46023,26349,35669,2691,47250,35671,32500,8588,9618,4825,13472,15208,28068,6298,27674,16909,29844,40507,6200,1887,9500,14207,13125,9973,22908,3439,27917,19945,22213,2091,32250,2048,"2,500-",***,29327,2666,34310,3030,29375,7158,26591,5948,35677,8405,23750,23280
0500000US28157,28157,"Wilkinson County, Mississippi",30238,4844,36065,2346,37386,19115,56181,22366,33804,2494,-,**,-,**,-,**,-,**,33982,2003,33250,1390,-,**,36019,14320,-,**,37151,6277,50156,18753,32024,12974,20278,8348,17143,7169,22808,4355,18929,9492,23904,7711,8472,1722,30263,35320,6848,12643,19266,2937,17083,10893,21544,4232,32212,20575,-,**,32019,34345,29167,43657,38355,11055,36827,36227,38092,11831,40859,26993
0500000US28159,28159,"Winston County, Mississippi",26409,1781,38369,4590,38661,6654,36967,9944,41944,3308,29130,29862,29180,38833,29375,74437,-,**,33841,4913,30774,12622,-,**,34068,5698,55781,41540,53681,5656,54792,4418,30417,44366,10712,3124,15215,4969,29688,22579,3992,740,31404,3708,10112,4948,6423,3435,11696,14835,25819,3875,25662,7985,25884,4349,30559,9696,53458,25927,25217,7994,38214,14006,26647,2265,29409,9521,24412,2465,18804,2453
